text,polarity,subjectivity,created_at
RT @IzzyKamikaze: The lunatics got their nonsensical amendment into the Constitution 35 years ago. They've done NOTHING for women &amp; babies…,0.0,0.0,Mon May 07 15:28:00 +0000 2018)
RT @drvconway: This will no doubt be excellent tomorrow. All welcome to come discuss legal dimensions of #8thref #together4yes https://t.co…,0.666666666667,0.7,Mon May 07 15:28:06 +0000 2018)
RT @AllisonMorris1: Saoirse Ronan  Cillian Murphy  Ciaran Hinds  Pauline McLynn and James Nesbitt among those featured in the Together for…,0.0,0.0,Mon May 07 15:28:10 +0000 2018)
RT @louiseckenny: One of the most lovely things about canvassing at the gig was meeting kids that I had helped into the world - with their…,0.5,0.625,Mon May 07 15:28:19 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:28:25 +0000 2018)
RT @GTeggart: 'To respect a woman's right to decide  I'm backing yes. Make this once in a generation opportunity count' #LiamNeeson support…,0.285714285714,0.535714285714,Mon May 07 15:28:33 +0000 2018)
RT @Irishvegandude: This fantastic article from Justine McCarthy in Today’s Sunday Times - #together4yes #Repealthe8th https://t.co/dwHaUWf…,0.4,0.9,Mon May 07 15:28:35 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:28:43 +0000 2018)
RT @justeconomics: The immorality of the No side just gets worse. The trauma and upset that these horribly insensitive posters must be caus…,-0.7,0.8,Mon May 07 15:28:43 +0000 2018)
RT @TaraFlynn: 5pm tomorrow. GET REGISTERED. Grab an ice-cream or something while you're in town. https://t.co/4NezYM6J4d,0.0,0.0,Mon May 07 15:28:45 +0000 2018)
RT @lukeming: Great to meet up with @westmeathforyes today in Athlone. Mighty bunch. #repealthe8th 

I understand that there were no local…,0.6,0.825,Mon May 07 15:29:07 +0000 2018)
So now the abortionistas are turning on &amp; targeting anyone who voted Yes to Marriage Equality but who oppose killin… https://t.co/2lsSTIGumC,0.0,0.0,Mon May 07 15:29:08 +0000 2018)
RT @Together4yes: Great responses to our street stall in Drogheda this morning  scorcher of a day and lots of sure Yes answers all around!…,0.65,0.819444444444,Mon May 07 15:29:09 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:29:17 +0000 2018)
RT @IzzyKamikaze: I think the priests &amp; bishops who say "Don't come to Mass if you vote to #repealthe8th" may regret those words when they'…,0.0,0.0,Mon May 07 15:29:21 +0000 2018)
