text,polarity,subjectivity,created_at
RT @AllenLynching: In the end  my opinion is that Mia is a classic alienating parent  who has not gotten over her anger and hate for Woody.…,-0.408333333333,0.391666666667,Mon Feb 26 13:44:45 +0000 2018)
So basically because I was a young Native woman writer who refused to participate in particular dynamics I was scap… https://t.co/dPLYwTU6PK,0.133333333333,0.366666666667,Mon Feb 26 13:44:47 +0000 2018)
RT @QueenMab87: When men lecture you on sexual harassment and how to support women. Apparently the way to do that is to blame women for men…,0.275,0.591666666667,Mon Feb 26 13:44:47 +0000 2018)
RT @Peculiar_Jenny: Subtle plug again but please follow and submit to my MLitt project @persephoneUofG I will pay u in love and maybe cake…,0.0833333333333,0.55,Mon Feb 26 13:44:48 +0000 2018)
RT @bestinaus: Natalie Portman regrets support of Roman Polanski - https://t.co/SSqRIgs5Sd 
#NataliePortman #RomanPolanski #Hollywood #MeTo…,-0.1,0.2,Mon Feb 26 13:44:51 +0000 2018)
#PedoWood Sex Offender #HarveyWeinstein Files for Bankruptcy
#PedoGate
#PedoGateNews
#MeToo
#TimesUp
#Weinstein… https://t.co/QQevdGm9Qf,0.0,0.0,Mon Feb 26 13:44:52 +0000 2018)
RT @KoreaExpose: While the #MeToo movement rages on in South Korea  a convicted rapist was quietly released from jail in the city of Daejeo…,-0.05,0.166666666667,Mon Feb 26 13:44:53 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:44:54 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:44:55 +0000 2018)
@claudiajordan @AishaThalia Nothing more dangerous to the #MeToo movement than women making false accusations  so t… https://t.co/fIjxnbKiF1,-0.166666666667,0.666666666667,Mon Feb 26 13:44:56 +0000 2018)
RT @wef: This South Korean chat app has become a new outlet for #MeToo https://t.co/MmhZBkmAIN,0.136363636364,0.454545454545,Mon Feb 26 13:44:57 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:44:58 +0000 2018)
RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB,-0.125,0.375,Mon Feb 26 13:44:59 +0000 2018)
@globeandmail #cdnpoli #metoo #canada #trudeau

Won't that encourage sexual harrassment from MPs of their staff?… https://t.co/AAndgFwqFg,0.5,0.833333333333,Mon Feb 26 13:44:59 +0000 2018)
How #MeToo has prompted Monica Lewinsky to re-evaluate the Bill Clinton affair https://t.co/wGqnC4d4Sn,0.0,0.0,Mon Feb 26 13:45:02 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:45:02 +0000 2018)
RT @socarolinesays: we all say “kids are impressionable” but there’s no greater evidence of that than what seems like the collective experi…,-0.25,0.5,Mon Feb 26 13:45:02 +0000 2018)
I can honestly say I don't get how #MonicaLewinsky gets any support for something that wasn't sexual assault or abu… https://t.co/ETkAxMREYb,0.55,0.866666666667,Mon Feb 26 13:45:03 +0000 2018)
RT @TheGoldWaterUS: #PedoWood Sex Offender #HarveyWeinstein Files for Bankruptcy
#PedoGate
#PedoGateNews
#MeToo
#TimesUp
#Weinstein
#LAPD
#…,0.0,0.0,Mon Feb 26 13:45:04 +0000 2018)
RT @jonfavs: This is powerful. https://t.co/hnw51XaUVL,0.3,1.0,Mon Feb 26 13:45:05 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:45:07 +0000 2018)
RT @davidicke: Rotherham child abuse scandal is so big that police need another 100 officers to work on investigation which has already cos…,0.0,0.1,Mon Feb 26 13:45:08 +0000 2018)
RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB,-0.125,0.375,Mon Feb 26 13:45:09 +0000 2018)
RT @NBCNews: In the wake of the #MeToo movement  nurses are hoping to highlight what women who work in the medical profession encounter on…,0.0,0.0,Mon Feb 26 13:45:11 +0000 2018)
RT @QueenMab87: When men lecture you on sexual harassment and how to support women. Apparently the way to do that is to blame women for men…,0.275,0.591666666667,Mon Feb 26 13:45:14 +0000 2018)
RT @Global_ErinH: Tired of all-male panels  all-male sources  all-male citations? #metoo

Check out and spread the word about @shesource  a…,-0.4,0.7,Mon Feb 26 13:45:16 +0000 2018)
RT @AlyssaMastro44: in case you did not know what a brilliant  thoughtful  kind DAME @MonicaLewinsky is - READ THIS. 2018 is your year girl…,0.633333333333,0.8,Mon Feb 26 13:45:17 +0000 2018)
"Lay off. I'm just doing job my Boss wants." DJT
#MajoryStonemanDouglasHighSchool #NeverAgain #MeToo #WomensMarch… https://t.co/oSexqPe2yg,0.2,0.1,Mon Feb 26 13:45:17 +0000 2018)
RT @VanityFair: Twenty years after Ken Starr’s investigation  @MonicaLewinsky reflects on the events of 1998 and why she  too  supports #Me…,0.0,0.0,Mon Feb 26 13:45:18 +0000 2018)
I'm always skeptical of young women claiming consent in situations like these. While nothing can compare to the sco… https://t.co/o03I4Eaazy,-0.2,0.45,Mon Feb 26 13:45:19 +0000 2018)
#USA #TIME MAGAZIN #NEWS broadcast by #EMET_NEWS_PRESS: ‘I’m Not Alone Anymore.’ Why Monica Lewinsky Supports the… https://t.co/Z4xESF6Owd,0.0,0.0,Mon Feb 26 13:45:22 +0000 2018)
RT @cnnhealth: After #MeToo  why isn't there more focus on domestic violence? 
https://t.co/O4z9VbjqQH https://t.co/Dl2hPLGFDB,0.25,0.3,Mon Feb 26 13:45:23 +0000 2018)
@elizabday @drjuliashaw
Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/UnVJrnFDG7,0.0,0.0,Mon Feb 26 13:45:26 +0000 2018)
RT @metoowarriors: Where do you want to see #Metoo go next? What is your vision for the movement?,0.0,0.0,Mon Feb 26 13:45:26 +0000 2018)
RT @TheGoldWaterUS: #PedoWood Sex Offender #HarveyWeinstein Files for Bankruptcy
